match_link,date,time,stadium
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096071,"sex, 24/11/23",16:30,RheinEnergieSTADION
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096093,"dom, 17/12/23",15:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096106,"qua, 20/12/23",16:30,Volkswagen Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096111,"sex, 12/01/24",16:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096129,"sáb, 27/01/24",11:30,WWK ARENA
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096142,"sáb, 03/02/24",11:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096156,"dom, 18/02/24",13:30,Vonovia Ruhrstadion
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096165,"sáb, 24/02/24",14:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4243701,"ter, 05/03/24",17:00,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096187,"sáb, 09/03/24",11:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096192,"sáb, 16/03/24",11:30,Merck-Stadion am Böllenfalltor
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096210,"sáb, 06/04/24",10:30,Voith-Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4312021,"ter, 09/04/24",16:00,Emirates Stadium
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096228,"sáb, 20/04/24",13:30,Stadion An der Alten Försterei
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096239,"sáb, 27/04/24",10:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4331178,"ter, 30/04/24",16:00,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4096246,"sáb, 04/05/24",10:30,MHPArena Stuttgart
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4353910,"sex, 16/08/24",15:45,Donaustadion
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373313,"dom, 01/09/24",12:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373328,"sáb, 14/09/24",13:30,Holstein-Stadion
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4445042,"ter, 17/09/24",16:00,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373342,"sáb, 21/09/24",10:30,Weserstadion
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373402,"sáb, 19/10/24",13:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4445064,"qua, 23/10/24",16:00,Olímpic Lluís Companys
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373426,"dom, 27/10/24",11:30,Vonovia Ruhrstadion
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373438,"sáb, 02/11/24",11:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373475,"sex, 22/11/24",16:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373570,"sáb, 11/01/25",14:30,Stadion im Borussia-Park
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373583,"qua, 15/01/25",16:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373611,"sáb, 25/01/25",11:30,Europa-Park Stadion
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4445043,"qua, 29/01/25",17:00,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373628,"sáb, 01/02/25",11:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373644,"sex, 07/02/25",16:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4547621,"qua, 12/02/25",17:00,Celtic Park
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4547634,"qua, 05/03/25",17:00,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4547641,"ter, 11/03/25",17:00,BayArena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373762,"sáb, 29/03/25",11:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373783,"sex, 04/04/25",15:30,WWK ARENA
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4547650,"qua, 16/04/25",16:00,Giuseppe Meazza
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373817,"sáb, 19/04/25",10:30,Voith-Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373871,"sáb, 10/05/25",13:30,Allianz Arena
https://www.transfermarkt.com.br/spielbericht/index/spielbericht/4373889,"sáb, 17/05/25",10:30,PreZero Arena
